"gamma","sigma","scenario","p","ratio","Bias","MSE","Var","Coverage"
0.5,0.5,5,0.7,60,-0.00602851588651054,0.00499402108935524,0.00500775564198114,93
0.5,0.5,1,0.7,70,-0.0757757268369051,0.446744762573264,0.445502830385353,93.9393939393939
0.5,0.5,2,0.7,70,-0.0370792163655444,1.09850142209771,1.11604252887714,98.3050847457627
0.5,0.5,3,0.7,70,-0.0272189175692632,0.0302958553036948,0.02985967640562,96.9387755102041
0.5,0.5,4,0.7,70,-0.00271212741193642,0.00145395600492076,0.00146121249476988,94
0.5,0.5,5,0.7,70,-0.0110918922536611,0.00492257162428677,0.00484802176820196,93
0.5,0.5,1,0.7,80,0.0680414479661089,0.49613602637792,0.49652175904003,96.969696969697
0.5,0.5,2,0.7,80,-0.0581354023584166,2.20542995856324,2.22429316520794,NA
0.5,0.5,3,0.7,80,-0.00964185136876846,0.0576930323874123,0.0581938822142299,92.8571428571429
0.5,0.5,4,0.7,80,0.00387484591180688,0.00143980065418365,0.00143917800337718,95
0.5,0.5,5,0.7,80,0.0135543643189143,0.00501238010392956,0.00487743364832293,90
0.5,0.5,1,0.7,90,-0.00706127970328923,0.458110069688986,0.462734291773223,95.959595959596
0.5,0.5,2,0.7,90,0.0233716224484548,1.70696283140867,1.72365312997252,NA
0.5,0.5,3,0.7,90,0.0387080136790953,0.0635433198404685,0.0626913116999614,93.8144329896907
0.5,0.5,4,0.7,90,-0.000488467872389726,0.00186277850299412,0.00188135343649673,96
0.5,0.5,5,0.7,90,-0.00338930603449901,0.00430361807784955,0.00433548553783238,95
0.5,0.5,1,0.7,100,0.0412290434771368,0.67270659487206,0.678069989907557,93.75
0.5,0.5,2,0.7,100,0.135344049690625,2.01534248446868,2.01719643705255,NA
0.5,0.5,3,0.7,100,0.0278598747073301,0.0536554817710135,0.0534359334591718,97.9166666666667
0.5,0.5,4,0.7,100,-0.00254275299861181,0.00202434520922265,0.00203826223879868,95
0.5,0.5,5,0.7,100,0.0133878641535523,0.00455372071595108,0.00441867253470414,95
0.5,1,1,0.3,1,-0.00181655266279062,0.00816193990903058,0.00824105055096352,92
0.5,1,2,0.3,1,-0.00906872286055695,0.156044643482878,0.157537779543996,98
0.5,1,3,0.3,1,0.0152368468811577,0.00807534484525609,0.00792240741654165,96
0.5,1,4,0.3,1,-0.000411956920056689,0.000443154832568439,0.000447459721277229,95
0.5,1,5,0.3,1,-0.000768823616088081,0.00451260526557397,0.00455759007658719,98
0.5,1,1,0.3,2,0.0173333118505817,0.0130677088229049,0.0128962273971671,96
0.5,1,2,0.3,2,-0.00499739919826065,0.165638310783438,0.167320690772162,94.8979591836735
0.5,1,3,0.3,2,0.00758621597820817,0.00806257451138359,0.00808588266516724,96
0.5,1,4,0.3,2,0.000456151660708352,0.000586444534789746,0.000592158040860787,94
0.5,1,5,0.3,2,0.00630266352266098,0.00517892568510271,0.00519111325012407,98
0.5,1,1,0.3,5,0.0337595048668586,0.0384675551311122,0.0377048999618755,94
0.5,1,2,0.3,5,0.0547936275316694,0.123903237303561,0.122160280015539,96.9072164948454
0.5,1,3,0.3,5,-0.0015175803973297,0.00907607414772789,0.00916542535097528,96
0.5,1,4,0.3,5,-0.00422370000133606,0.000559075171161821,0.000546702555010641,94
0.5,1,5,0.3,5,0.00709400595458836,0.00541264776374853,0.00541648772046949,96
0.5,1,1,0.3,10,-0.0194689672043663,0.0715498407516102,0.0718896970379854,93
0.5,1,2,0.3,10,0.025590537658879,0.252808058141012,0.254893977985552,97.8494623655914
0.5,1,3,0.3,10,-0.0088211582776496,0.0101139422022882,0.0101375044130594,95
0.5,1,4,0.3,10,0.00116085611125227,0.000477454938253921,0.000480916516507969,97
0.5,1,5,0.3,10,0.00375084029270777,0.00614660443606918,0.00619448043754321,95
0.5,1,1,0.3,20,-0.100565197762786,0.16130176461362,0.1527155612248,94
0.5,1,2,0.3,20,0.0616102434034155,0.330186642081286,0.329826512831048,96.875
0.5,1,3,0.3,20,0.0299791384451726,0.0150312862859254,0.0142752904484955,96
0.5,1,4,0.3,20,-0.00257297150309704,0.000801489041270094,0.000802897837287216,95
0.5,1,5,0.3,20,-0.00915673753294984,0.00497267469389837,0.00493821096126367,97
0.5,1,1,0.3,30,0.0175398954372269,0.249699156185251,0.251910614397275,94
0.5,1,2,0.3,30,0.0249867131900835,0.757789576130187,0.765969487274308,95.4022988505747
0.5,1,3,0.3,30,-0.00154138636404173,0.0200437493521151,0.0202438115961534,94
0.5,1,4,0.3,30,0.000386269034833779,0.000743708944462935,0.000751070445147135,96
0.5,1,5,0.3,30,-0.012432636918635,0.00771682694519082,0.00763864291357597,92
0.5,1,1,0.3,40,-0.0623894683888556,0.439952817128713,0.440465021578655,92
0.5,1,2,0.3,40,0.100310189176102,0.733847937119306,0.732612459201721,96.3855421686747
0.5,1,3,0.3,40,0.0301748267751594,0.0270449489783344,0.0263984129367915,95
0.5,1,4,0.3,40,-0.00409631689220909,0.000899777711539065,0.00089191707015926,97
0.5,1,5,0.3,40,-0.0107939515989921,0.00495888857723438,0.00489129210718485,97
0.5,1,1,0.3,50,-0.0215163511500733,0.493997192594772,0.498519433563595,92
0.5,1,2,0.3,50,0.00443267293906904,0.896650893681784,0.910013800989301,94.1176470588235
0.5,1,3,0.3,50,-0.0105760733405556,0.039485979307521,0.0397718444244608,96
0.5,1,4,0.3,50,-0.000801111459945769,0.00151321706684429,0.00152785382552832,94
0.5,1,5,0.3,50,-0.00322973042223781,0.00598919370482775,0.00603915408709841,98
0.5,1,1,0.3,60,-0.0286505003942446,0.524333126637299,0.528800278246927,93
0.5,1,2,0.3,60,0.126152402352809,2.20547181506389,2.2237692206077,89.2307692307692
0.5,1,3,0.3,60,-0.00054184976527475,0.0434038888900676,0.0438420154433327,93
0.5,1,4,0.3,60,-0.00396688116890832,0.00184605597189397,0.00184880790473306,95
0.5,1,5,0.3,60,0.00757050395181781,0.00522467317269233,0.00521955620465438,97
0.5,1,1,0.3,70,0.0406950579630949,0.642072666891294,0.646885433483509,91
0.5,1,2,0.3,70,0.313877586668366,1.92765956753455,1.85912633677953,95.1612903225807
0.5,1,3,0.3,70,0.0207102666113078,0.0567339720375265,0.0568855213984812,93.8775510204082
0.5,1,4,0.3,70,0.000112499171097378,0.00201953216104467,0.00203991869190017,96
0.5,1,5,0.3,70,-0.000621162849259404,0.00485553887565307,0.00490419498218967,97
0.5,1,1,0.3,80,-0.0413126457061113,0.731885529844447,0.737784824265345,94.8453608247423
0.5,1,2,0.3,80,0.0949286825385868,2.11226648750337,2.12450003306551,NA
0.5,1,3,0.3,80,-0.0190128787624423,0.111265045258588,0.112058801071625,87.6288659793814
0.5,1,4,0.3,80,0.00178502975396299,0.0027619021404973,0.00278658162553007,96
0.5,1,5,0.3,80,0.0052588147172939,0.0064729199607124,0.00651036851361775,96
0.5,1,1,0.3,90,0.132709071552635,0.707891086149264,0.697323055706258,95.959595959596
0.5,1,2,0.3,90,-0.422032809955038,2.56832231325357,2.414354162197,NA
0.5,1,3,0.3,90,0.00657541131299842,0.0723003979638704,0.0730020811250893,95.9183673469388
0.5,1,4,0.3,90,-0.00742767643355051,0.00280948025414313,0.0027821311888299,95
0.5,1,5,0.3,90,0.00123620352402599,0.00709392615477592,0.00716403833901324,92
0.5,1,1,0.3,100,0.160396289619602,0.795487664825007,0.778037691822791,96.8085106382979
0.5,1,2,0.3,100,0.293768106143237,1.95353841078393,1.88609970767368,NA
0.5,1,3,0.3,100,-0.00505250884933264,0.0772860845827166,0.078057057321962,95.9183673469388
0.5,1,4,0.3,100,-0.00332514091352414,0.00297865418945108,0.00299757336096594,98
0.5,1,5,0.3,100,0.00787651554247566,0.00562772476513259,0.00562190431115327,97
0.5,1,1,0.5,1,-0.00105650904788218,0.00469341523973239,0.0047396959882466,98
0.5,1,2,0.5,1,-0.00588563984541619,0.129815363271486,0.131105015601985,93.9393939393939
0.5,1,3,0.5,1,0.00477672856939403,0.00716655094785379,0.00721589273942235,95
0.5,1,4,0.5,1,0.00193099341382485,0.000381935870461781,0.000382027408987421,95
0.5,1,5,0.5,1,0.0158909100538151,0.00675647317919411,0.00656964864328856,95
0.5,1,1,0.5,2,0.0136853255282748,0.0134968476299033,0.0134439994899883,93
0.5,1,2,0.5,2,0.0188871928762344,0.202256647004828,0.203939314090993,91
0.5,1,3,0.5,2,0.00507760054532701,0.00631915708527978,0.006356944503012,97
0.5,1,4,0.5,2,-0.00381874877684051,0.000416500500648976,0.000405977432755914,96
0.5,1,5,0.5,2,0.00947715039061545,0.00564037665482427,0.00560662654070498,97
0.5,1,1,0.5,5,0.0103609021573439,0.0407357377481651,0.0410387772269203,91
0.5,1,2,0.5,5,0.00575304914559625,0.173701406942538,0.175422534715218,93
0.5,1,3,0.5,5,0.000713431090156132,0.00546181538518368,0.00551647111238715,98
0.5,1,4,0.5,5,-0.00193979111177257,0.000483827503442789,0.000484913852409573,92
0.5,1,5,0.5,5,0.00109718207442638,0.00628957274458243,0.00635188781422019,97
0.5,1,1,0.5,10,0.00995530894836007,0.0650213970126563,0.0655780695317161,94
0.5,1,2,0.5,10,-0.0427291945893924,0.208391067467132,0.208717005098924,93.8144329896907
0.5,1,3,0.5,10,0.0207322940646037,0.00909404273485169,0.008751732038051,93
0.5,1,4,0.5,10,0.000338749328254374,0.000573531417808014,0.000579208754243051,90
0.5,1,5,0.5,10,0.000636576866726889,0.00604643250369343,0.00610709825614766,95
0.5,1,1,0.5,20,-0.0387907984974786,0.130144629838065,0.129939296757569,95
0.5,1,2,0.5,20,-0.0381294643181897,0.340288053111129,0.342363719947999,94.8453608247423
0.5,1,3,0.5,20,0.00902500682033446,0.0124239038464868,0.0124671243417976,94
0.5,1,4,0.5,20,0.00289687126440954,0.000545062128918656,0.000542091177571812,96
0.5,1,5,0.5,20,0.00216502015161254,0.00491447952579689,0.00495938607428283,97
0.5,1,1,0.5,30,0.0340329838806125,0.221313760355189,0.22237930945795,91
0.5,1,2,0.5,30,-0.12744682806078,0.759255572622261,0.750752596125336,95.8762886597938
0.5,1,3,0.5,30,-0.0016117110052622,0.0166180428903935,0.0167832780586152,97
0.5,1,4,0.5,30,-0.000675624569005234,0.000677828746924131,0.000684214422591806,97
0.5,1,5,0.5,30,-0.00419853698809378,0.00531300271206054,0.0053488636355759,95
0.5,1,1,0.5,40,-0.00467712308376169,0.251710676793564,0.2542311124376,94
0.5,1,2,0.5,40,0.0131005108906562,0.660388980747234,0.667316468731118,97.8723404255319
0.5,1,3,0.5,40,-0.0166835774489758,0.0236453390445228,0.0236030275636635,95
0.5,1,4,0.5,40,0.00330642278065106,0.000981241184567942,0.000980109851478317,98
0.5,1,5,0.5,40,-0.00217374458941282,0.00670395048696987,0.00676689426407057,94
0.5,1,1,0.5,50,0.0037873573748524,0.331514684801753,0.334848829016029,93
0.5,1,2,0.5,50,0.21193861708502,0.979155324778927,0.944734396213837,95.5555555555556
0.5,1,3,0.5,50,-0.0244991694825917,0.0257906016871601,0.0254448407897206,96
0.5,1,4,0.5,50,0.00955040775002956,0.00128515102530038,0.0012060007445541,93
0.5,1,5,0.5,50,-0.00783839732637288,0.00794660853318755,0.00796481622276915,91
0.5,1,1,0.5,60,0.10849723143793,0.42410415426042,0.416497479829014,93
0.5,1,2,0.5,60,0.0792077352676655,1.58159656391873,1.59883497767597,100
0.5,1,3,0.5,60,0.00139642211457559,0.046397970689648,0.046864667368612,92
0.5,1,4,0.5,60,0.00312454800179306,0.00151724394148502,0.00152270822350456,95
0.5,1,5,0.5,60,0.00112505501872471,0.00642559027192663,0.00648921669003179,93
