"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
1,1,0.5,5,2000,18,1,1,-0.0101051816724475,0.0411666242834761,-0.00891704303113661,0.00370268430143094
1,1,0.5,5,2000,20,1,1,-0.0143785131926071,0.044334265222028,-0.00498433997694043,0.00275733510150874
1,1,0.5,5,2000,22,1,1,-0.0436661579305665,0.0166996387400241,-0.0541460045825429,0.002617841265387
1,1,0.5,5,2000,24,1,1,0.00894617221293587,0.0719571123263476,0.0374253670262959,0.00122250502537536
1,1,0.5,5,2000,26,1,1,-0.0233320445976631,0.0720238008939284,-0.0460407318729989,0.00380753724973072
1,1,0.5,5,2000,28,1,1,-0.047071398333484,0.0493650390971203,-0.0421529776184067,0.00440614901578992
1,1,0.5,5,2000,30,1,1,0.0797457209950036,0.0632052410334887,0.0811436897332153,0.00278365774191288
1,1,0.5,5,2000,32,1,1,0.00569664048553535,0.0678485463226908,-0.0178039422735721,0.00383012284893794
1,1,0.5,5,2000,34,1,1,0.0392430977920923,0.0249379062417029,0.0549298823270811,0.000703197273579032
1,1,0.5,5,2000,36,1,1,-0.00464202177036344,0.0919985781646749,-0.00862130740336004,0.00160881890747538
1,1,0.5,5,2000,38,1,1,-0.040617507314803,0.056443205897601,-0.0366401500855202,0.000331067280616238
1,1,0.5,5,2000,40,1,1,-0.0166591598461785,0.0614110037582173,-0.0134085350410333,0.00375500395693989
1,1,0.5,5,2000,42,1,1,-0.027022859805195,0.0992740695336337,0.00141244263436434,0.00839910831347187
1,1,0.5,5,2000,44,1,1,-0.0304575267623605,0.0866971624089475,-0.0375466988035374,0.00716008867840447
1,1,0.5,5,2000,46,1,1,-0.0113634179334214,0.09415413839359,0.0145893158597672,0.0043119894871884
1,1,0.5,5,2000,48,1,1,0.0543867151166626,0.0376441339754581,0.0618862132884775,0.0028163187093111
1,1,0.5,5,2000,50,1,1,-0.0153238998534968,0.0582458506937659,-0.0353863056909085,0.00128686784609013
1,1,0.5,5,2000,52,1,1,-0.0232021557560072,0.067675284948019,0.0457461332713815,0.00195442286210614
1,1,0.5,5,2000,54,1,1,-0.0242482728477205,0.0407459436638281,0.0372083671827636,0.00310702115023543
1,1,0.5,5,2000,56,1,1,0.0256550187650321,0.0855500482845893,0.021194718746622,0.0100464009985704
1,1,0.5,5,2000,58,1,1,0.0300228546095128,0.0663104273771475,-0.0136279895977911,0.00223693518174142
1,1,0.5,5,2000,60,1,1,0.00648076649841067,0.0730437951994,-0.0163197537561101,0.000766439993354501
1,1,0.5,5,2000,62,1,1,-0.0138557795443878,0.0301969881576562,0.0303541937945402,0.00415316298831752
1,1,0.5,5,2000,64,1,1,-0.006875186073308,0.0314131829117558,-0.00733262135192623,0.00220611401337017
1,1,0.5,5,2000,66,1,1,0.0294171744102783,0.06502988181841,0.0300320035415839,0.00245686863548753
1,1,0.5,5,2000,68,1,1,-0.0206663715831401,0.0464857156545605,-0.0320160373455983,0.00132259124862343
1,1,0.5,5,2000,70,1,1,0.000750467198503156,0.0782541838272586,0.0120793718376962,0.00466799369807369
1,1,0.5,5,2000,72,1,1,0.0130129281896727,0.0489832969417619,0.0110937466033718,0.000513999578188862
1,1,0.5,5,2000,74,1,1,-0.0145960217780068,0.0768332293048241,0.0133100437085761,0.00251346069462106
1,1,0.5,5,2000,76,1,1,-0.00228932333516015,0.0899032394625349,0.0139251581242034,0.00194645573728027
1,1,0.5,5,2000,78,1,1,0.000315266788703394,0.017766961629066,-0.0251117781749673,0.00747841620464315
1,1,0.5,5,2000,80,1,1,0.00207349899562692,0.0898447055236659,-0.00436112020211989,0.00170498667321177
1,1,0.5,5,2000,82,1,1,0.00249272653022455,0.114308222398756,-0.0422276360350037,0.00379039988800126
1,1,0.5,5,2000,84,1,1,0.0384641999283164,0.0726324005652342,-0.0491544045942544,0.00153263333149716
1,1,0.5,5,2000,86,1,1,-0.0301766490877449,0.0787205399587155,-0.00271303194039996,0.00465114490942388
1,1,0.5,5,2000,88,1,1,-0.00364816842179558,0.0485814277508188,0.0106682316599178,0.00181520156660271
1,1,0.5,5,2000,90,1,1,-0.0603954846787583,0.0415684405734572,-0.012847066822986,0.00156903175833586
1,1,0.5,5,2000,92,1,1,0.0257145589321236,0.040383609318937,0.0345522076932049,0.00192399694921494
1,1,0.5,5,2000,94,1,1,0.0109650807034731,0.0580420804154329,0.0210651209507397,0.00534870574597029
1,1,0.5,5,2000,96,1,1,-0.0163343231829657,0.0562502495971164,-0.036659744026361,0.00332473065159674
1,1,0.5,5,2000,98,1,1,0.0153595167396044,0.0718844301875775,-0.00956278621291151,0.00269541378431876
1,1,0.5,5,2000,100,1,1,-0.0252158132739173,0.0409640188545919,-0.0276991963655785,0.00268691341781452
1,1,0.5,5,2000,102,1,1,-0.00237842585988029,0.0439406187785396,0.052711828697575,0.00155300147733017
1,1,0.5,5,2000,104,1,1,0.0470224911622546,0.0399732527770887,0.0406260843431505,0.00222704526960769
1,1,0.5,5,2000,106,1,1,-0.0127918724228471,0.0457503330483689,0.0262061417564513,0.00167115830429404
1,1,0.5,5,2000,108,1,1,-0.0116616446369655,0.101033767520916,0.0159629846554926,0.00122835276177893
1,1,0.5,5,2000,110,1,1,0.0364599957782883,0.161931894620505,0.00708831170654598,0.00719576279193306
1,1,0.5,5,2000,112,1,1,-0.00908089896672058,0.0841778354547945,0.0021218914489614,0.00228317835721991
1,1,0.5,5,2000,114,1,1,0.0370355829411763,0.104354013390446,0.0128707498370233,0.00564306189274812
1,1,0.5,5,2000,116,1,1,0.0488258575253101,0.130620215156246,0.0228534737136997,0.00981615300292285
1,1,0.5,5,2000,118,1,1,-0.0245156907586595,0.0905515951475843,-0.0234955792522294,0.00177595157522226
1,1,0.5,5,2000,120,1,1,0.0398230000133323,0.0479046905000037,0.0157335706303257,0.00626505515079649
1,1,0.5,5,2000,122,1,1,-0.0510103337313539,0.0638141906239334,-0.058234768162192,0.00412322022238873
1,1,0.5,5,2000,124,1,1,0.0470431362162286,0.0834851127287045,-0.0388193320657939,0.00692390404014285
1,1,0.5,5,2000,126,1,1,0.031226643373072,0.0513146283701225,0.00258631526603987,0.00308745378244357
1,1,0.5,5,2000,128,1,1,-0.0162945994225395,0.0598265486198522,0.00144949297705838,0.00270028322469433
1,1,0.5,5,2000,130,1,1,0.0537067708591549,0.0347185134353679,0.0215411137156646,0.0057044177067699
1,1,0.5,5,2000,132,1,1,-0.0324489040619336,0.115883952502667,-0.043219409960061,0.00297140476756097
1,1,0.5,5,2000,134,1,1,0.0412110504816519,0.0285563925692435,0.0109298910991213,0.00180152478827421
1,1,0.5,5,2000,136,1,1,0.110763123398461,0.126080720170691,0.0788158078708726,0.00785313813023509
1,1,0.5,5,2000,138,1,1,0.00659405853490531,0.0993720170980511,0.00667129353246287,0.00639582777129317
1,1,0.5,5,2000,140,1,1,-0.0190044204808207,0.0592411071989881,-0.048055120991303,0.00919074968431285
1,1,0.5,5,2000,142,1,1,0.0198096452613344,0.0429474631075157,0.0105443429227395,0.00199164108312329
1,1,0.5,5,2000,144,1,1,0.00383867410398126,0.042525790950173,-0.00859377001476234,0.00778351956035871
1,1,0.5,5,2000,146,1,1,-0.0307584799155609,0.0480194852777072,0.038406590729784,0.000780088494659145
1,1,0.5,5,2000,148,1,1,0.019176381714781,0.0605570503642617,0.019188395305663,0.00383201955905019
1,1,0.5,5,2000,150,1,1,-0.0179761704884334,0.0431195974947437,0.000114595844847187,0.00408359585131207
1,1,0.5,5,2000,152,1,1,0.0292645900659068,0.088932840632932,0.00776671408416405,0.00421605839397655
1,1,0.5,5,2000,154,1,1,0.00687976838757598,0.0658823757671201,-0.0350866498453797,0.00262719535718682
1,1,0.5,5,2000,156,1,1,-0.0160698406996593,0.106674853155283,0.0162172098843387,0.0105306315790729
1,1,0.5,5,2000,158,1,1,0.0612751805230177,0.102817558657463,-0.0101183946957053,0.00457961215884083
1,1,0.5,5,2000,160,1,1,-0.000476240574037518,0.10456498862073,0.0597356384770819,0.011865361661719
1,1,0.5,5,2000,162,1,1,0.0589411449271794,0.0307935048011704,0.0188204836627317,0.0056289144514609
1,1,0.5,5,2000,164,1,1,0.00549412831879061,0.0817058106128445,0.0191972965309137,0.000565845074993602
1,1,0.5,5,2000,166,1,1,-0.0177910902446958,0.148325977093853,-0.0134787968677684,0.0103777683930705
1,1,0.5,5,2000,168,1,1,0.0384015685005669,0.0624647827723201,0.023197276901112,0.00529053119680048
1,1,0.5,5,2000,170,1,1,-0.00333187992816723,0.0833232428145217,-0.00369925877714061,0.0033138959389866
1,1,0.5,5,2000,172,1,1,-0.000283645297596102,0.0812218354113581,0.0132678533123398,0.00161669733721843
1,1,0.5,5,2000,174,1,1,-0.0622296730613819,0.0961105425091105,-0.0293501228410901,0.00417704440362024
1,1,0.5,5,2000,176,1,1,0.0204547076211042,0.0997855526214074,-0.0282027335074517,0.00846836411222959
1,1,0.5,5,2000,178,1,1,-0.080215137016014,0.0431071576475311,-0.0270133397049892,0.0042954990452344
1,1,0.5,5,2000,180,1,1,-0.00284463271772302,0.0311162852165464,-0.0241441379774182,0.00200448482601319
1,1,0.5,5,2000,182,1,1,-0.0371799010773339,0.050355045788165,-0.00459775684655908,0.00199463796458707
1,1,0.5,5,2000,184,1,1,-0.00600960118260152,0.0762670367002541,-0.00535663264854019,0.0026938993202622
1,1,0.5,5,2000,186,1,1,-0.015454634134543,0.0569078364823937,0.00372947688419192,0.00138951978210015
1,1,0.5,5,2000,188,1,1,0.0419478488090854,0.0833325089485645,0.0422753160486335,0.00692350584542969
1,1,0.5,5,2000,190,1,1,-0.0738196501896412,0.0946279344551775,-0.0280222557658797,0.00594075772592002
1,1,0.5,5,2000,192,1,1,0.0743370333402462,0.0577786317175168,0.0531251212889057,0.00212349143518019
1,1,0.5,5,2000,194,1,1,0.0435634424067617,0.0388193827893642,0.0350104806406953,0.00153285828388735
1,1,0.5,5,2000,196,1,1,-0.0207692518279502,0.114782398267003,-0.00717357921576658,0.00475767005203353
1,1,0.5,5,2000,198,1,1,-0.00359346078782892,0.138119291536288,-0.0355442428452352,0.00699125103219896
1,1,0.5,5,2000,200,1,1,0.0455398342543446,0.0476432548198863,0.0305611029728372,0.0171752910749512
1,1,0.5,5,2000,202,1,1,-0.0638007626094413,0.108672596592815,-0.0424559623482825,0.00343285210126229
1,1,0.5,5,2000,204,1,1,-0.0152459227073578,0.0889172353602482,0.0250091022925148,0.00726503873485976
1,1,0.5,5,2000,206,1,1,0.0276900781570916,0.0668470063140786,-0.0277769754494418,0.00155935840767079
1,1,0.5,5,2000,208,1,1,0.0319446321953213,0.106479932887759,0.00342242004189772,0.000535806605065941
1,1,0.5,5,2000,210,1,1,-0.00294420488740972,0.121353002494325,0.0345733692401488,0.000517143058221505
1,1,0.5,5,2000,212,1,1,0.0335675016805012,0.133915669759293,0.0331062981775111,0.0093802857436795
1,1,0.5,5,2000,214,1,1,-0.00723988108212807,0.0780437987506558,0.0119394225219313,0.0102470767987429
1,1,0.5,5,2000,216,1,1,-0.0136368573721072,0.0463537643663,-0.0146287981202542,0.00138712439963194
1,1,0.5,5,2000,218,1,1,0.0551112196894111,0.0891306883654052,0.00863331230948492,0.0169324543268186
1,1,0.5,5,2000,220,1,1,-0.0184488057265663,0.133982768498671,-0.0282763965680836,0.0090234203735242
1,1,0.5,5,2000,222,1,1,0.0171165784991146,0.100104722520765,-0.0114414484899264,0.00292692538615929
1,1,0.5,5,2000,224,1,1,0.0373959319829238,0.13173831181683,0.0427862026038297,0.0012145538737722
1,1,0.5,5,2000,226,1,1,-0.0384742860122456,0.097670111146343,0.0247371429051856,0.00673679552586466
1,1,0.5,5,2000,228,1,1,-0.00762134109442336,0.123929291646242,0.00578726216839802,0.00504029988314734
1,1,0.5,5,2000,230,1,1,0.00765173372840744,0.142125707846092,0.0392487344373415,0.00981216905779399
1,1,0.5,5,2000,232,1,1,0.000897103799930289,0.0683646642011354,-0.00271158800588747,0.00765211444627455
1,1,0.5,5,2000,234,1,1,0.00610822558277193,0.103207748252336,-0.0373037739957751,0.00599609456255927
1,1,0.5,5,2000,236,1,1,-0.024144453042029,0.0771745566430215,-0.00536886451748084,0.00110887113637287
1,1,0.5,5,2000,238,1,1,0.0215502385137769,0.0424358890871983,0.0512111126561925,0.00144624359274894
1,1,0.5,5,2000,240,1,1,0.0234033566856196,0.11204775482269,0.00556694538872295,0.00740014904373856
1,1,0.5,5,2000,242,1,1,-0.0203318834385696,0.0834245127926841,0.0114870006096396,0.00212452268398875
1,1,0.5,5,2000,244,1,1,-0.0486125037217926,0.0333071517664646,-0.0465268250499961,0.00709259152302967
1,1,0.5,5,2000,246,1,1,0.00082986349317458,0.0855368583206913,0.0227761888830681,0.0133091611394514
1,1,0.5,5,2000,248,1,1,0.00808004849398456,0.0851700806650413,-0.0310658560017635,0.00653053031773728
1,1,0.5,5,2000,250,1,1,-0.0152681612795318,0.0573314491951672,-0.0448383205314338,0.00606136393299351
1,1,0.5,5,2000,252,1,1,-0.00911912129503964,0.0496829610626307,0.00261067210947397,0.00351866470317116
1,1,0.5,5,2000,254,1,1,0.00515895779916089,0.0840240763718852,-0.0469465510332548,0.012429578068295
1,1,0.5,5,2000,256,1,1,-0.00395164550395057,0.0998700114513496,0.112328855636864,0.0112231713996992
1,1,0.5,5,2000,258,1,1,-0.0122179365889945,0.121964284266389,-0.0471165892401563,0.00319710837500777
1,1,0.5,5,2000,260,1,1,0.0411862720456966,0.101126040665949,0.0546906497991296,0.0089142158869555
1,1,0.5,5,2000,262,1,1,-0.0508833154744103,0.0941492467515627,-0.00852993273360925,0.00218934423619545
1,1,0.5,5,2000,264,1,1,0.0671303266478863,0.143404995002886,0.015567562864012,0.00605517417367679
1,1,0.5,5,2000,266,1,1,0.0156385820676167,0.0983659317173298,0.00296288048733744,0.0010121590188827
1,1,0.5,5,2000,268,1,1,-0.0346578388151614,0.0872664390694164,0.00635459010818884,0.00904909297189406
1,1,0.5,5,2000,270,1,1,0.0143753403719565,0.0611924009442047,-0.0150486248735069,0.00183020727250419
1,1,0.5,5,2000,272,1,1,0.0302105881575228,0.133793677974825,0.0213407640278801,0.0105416269752572
1,1,0.5,5,2000,274,1,1,0.00495573924212815,0.110794203786917,0.0193579480863074,0.00415602855901794
1,1,0.5,5,2000,276,1,1,-0.0228569413609864,0.0994566708305174,-0.0387627418886831,0.00338071446164573
1,1,0.5,5,2000,278,1,1,-0.0931850952805163,0.0309153413715582,-0.0719321984958222,0.00928436147117157
1,1,0.5,5,2000,280,1,1,-0.0609624675467356,0.0755535000664943,-0.0130768800627989,0.00809455854200795
1,1,0.5,5,2000,282,1,1,-0.0353032166574725,0.0553277731314013,0.0131034491997942,0.0017610562588484
1,1,0.5,5,2000,284,1,1,0.0249348452540326,0.0850262028537009,0.0518055411360918,0.00136921974408398
1,1,0.5,5,2000,286,1,1,-0.037600336445067,0.0850508221467393,-0.0460029798056734,0.0016076002196708
1,1,0.5,5,2000,288,1,1,-0.0446144001678257,0.134353416664932,0.0288372879150535,0.0313842702720886
1,1,0.5,5,2000,290,1,1,-0.0165765690371924,0.125825494889406,0.0491019094225133,0.0150446979384342
1,1,0.5,5,2000,292,1,1,0.0318575019500389,0.103341993857701,0.0528216325937284,0.00514409331152067
1,1,0.5,5,2000,294,1,1,-0.0156764190231096,0.110102424401119,-0.0502246132183621,0.0115954658894046
1,1,0.5,5,2000,296,1,1,-0.0921524102421,0.0641785655528744,-0.0158299186871895,0.00235418254089152
1,1,0.5,5,2000,298,1,1,0.0219659185137876,0.0716639736865216,0.000574112989910303,0.00585408366171395
1,1,0.5,5,2000,300,1,1,0.0192138744567231,0.101733889942082,-0.0396934525590344,0.00207321891026141
1,1,0.5,5,2000,302,1,1,-0.0427071498126946,0.18314381191601,-0.0679108958793002,0.017361935538942
1,1,0.5,5,2000,304,1,1,0.0176651894742873,0.142753555544103,-0.0104778367956737,0.00411621319144869
1,1,0.5,5,2000,306,1,1,0.0629202770015581,0.0752551769870702,0.00719020908860575,0.00105446185291821
1,1,0.5,5,2000,308,1,1,-0.0560475930332988,0.110861267539739,0.0155562502325438,0.00418597405367711
1,1,0.5,5,2000,310,1,1,-0.0120960724390282,0.0963865516213896,-0.0547151402199905,0.0100389995209052
1,1,0.5,5,2000,312,1,1,0.0298530294536677,0.158849990931187,0.0735036814366932,0.0112762271459046
1,1,0.5,5,2000,314,1,1,0.0174454383090967,0.173156035423184,-0.012897545477025,0.0115165163161414
1,1,0.5,5,2000,316,1,1,0.0584536452816785,0.175028092565546,0.0404725745720916,0.0187332416667691
1,1,0.5,5,2000,318,1,1,-0.0510881477371142,0.153290369123962,-0.0182303396149767,0.0133619147984667
1,1,0.5,5,2000,320,1,1,-0.0375044245937964,0.175800402616622,0.0197166338337889,0.0155850153996661
1,1,0.5,5,2000,322,1,1,-0.0814318450845844,0.0993678791700736,-0.0580206008343569,0.0223361749483466
1,1,0.5,5,2000,324,1,1,-0.00711865809107402,0.105107335376168,0.0786506833611279,0.00674247817381371
1,1,0.5,5,2000,326,1,1,-0.00876935995073027,0.0873450216636843,0.0452139239326183,0.0141065282095499
1,1,0.5,5,2000,328,1,1,0.00147788380393898,0.113839863854148,-0.00434092419744201,0.0129614246397481
1,1,0.5,5,2000,330,1,1,-0.0489239341443456,0.157083366491553,-0.0206042057181426,0.0167720580156063
1,1,0.5,5,2000,332,1,1,0.0196025480604228,0.0871707263580549,-0.0193986598904342,0.00573165021867801
1,1,0.5,5,2000,334,1,1,0.0127047608637577,0.133046616742567,0.0251176612229964,0.0319086023469672
1,1,0.5,5,2000,336,1,1,-0.00386126248500196,0.167642826454899,-0.0864531321382598,0.0235668256083437
1,1,0.5,5,2000,338,1,1,-0.0718958531923081,0.0896434360934316,-0.105066999091804,0.0211600275097342
1,1,0.5,5,2000,340,1,1,-0.115410830936776,0.13885745609927,-0.107928009314302,0.00762878950047974
1,1,0.5,5,2000,342,1,1,-0.0686525214872958,0.142378863076688,-0.0206272585471853,0.011364873482121
1,1,0.5,5,2000,344,1,1,-0.050440245073366,0.335647698433771,-1.9974248143495e-05,0.027165328498567
1,1,0.5,5,2000,346,1,1,-0.11827262994224,0.101017683728944,-0.0733539515858585,0.0243186842303343
1,1,0.5,5,2000,348,1,1,0.165939860898571,0.16842271026814,0.128912489618983,0.027421060015547
1,1,0.5,5,2000,350,1,1,-0.0321478194569895,0.157204159502932,0.0430308080195509,0.0120739087252007
1,1,0.5,5,2000,352,1,1,-0.0295313351914907,0.112572217167958,0.0620684469331419,0.0120455816017607
1,1,0.5,5,2000,354,1,1,-0.0222982908445699,0.105792614331939,-0.0621693324215517,0.0168509528862631
1,1,0.5,5,2000,356,1,1,0.0146085985895188,0.224286943629102,0.007101890405911,0.0199945095292609
1,1,0.5,5,2000,358,1,1,-0.0666200185686144,0.160656951277981,0.0301933836899135,0.0385864634675343
1,1,0.5,5,2000,360,1,1,-0.136360454675604,0.112083733491386,-0.0852321640308781,0.00801756379123112
1,1,0.5,5,2000,362,1,1,-0.0661114065360944,0.124112435885159,-0.000347488197024944,0.0143511137311513
1,1,0.5,5,2000,364,1,1,0.0366418294254974,0.151297185459207,0.000399063368944147,0.0106149899099259
1,1,0.5,5,2000,366,1,1,-0.0589477756504038,0.141792033211592,-0.0480319912955009,0.0193693202393346
1,1,0.5,5,2000,368,1,1,-0.0537350726716685,0.126753404327892,-0.0398344447659119,0.00898673104987903
1,1,0.5,5,2000,370,1,1,0.0591327762387835,0.133222989478791,0.0594110442083661,0.0209714272285809
1,1,0.5,5,2000,372,1,1,0.0119788626821804,0.0867536452701044,0.0654150377807179,0.00721993380430431
1,1,0.5,5,2000,374,1,1,0.104147940441873,0.0600220620326741,-0.029147097738969,0.0239783258825598
1,1,0.5,5,2000,376,1,1,-0.0274415400891978,0.21344099490801,0.0324295561178695,0.0159588862952875
1,1,0.5,5,2000,378,1,1,-0.0503103013402998,0.133761328319732,0.0557919149813019,0.0119798693010233
1,1,0.5,5,2000,380,1,1,0.034405264871697,0.0739680780765501,-0.045123966883924,0.0379151053278253
1,1,0.5,5,2000,382,1,1,-0.00357542333054328,0.120970419703551,-0.0207831798350073,0.0323560369073896
1,1,0.5,5,2000,384,1,1,0.004466474344502,0.103412591239978,-0.00215078163363047,0.0336605276229121
1,1,0.5,5,2000,386,1,1,-0.167458947713903,0.142371428301443,-0.151871218984846,0.0242684406608191
1,1,0.5,5,2000,388,1,1,0.13126507839585,0.124421551309232,0.00189984980544522,0.0145678720572515
1,1,0.5,5,2000,390,1,1,0.0130674089247451,0.135246447532356,0.0257862038807521,0.0231130917824473
1,1,0.5,5,2000,392,1,1,0.101103514025479,0.182509267131412,0.0996880042189596,0.00834893292062814
1,1,0.5,5,2000,394,1,1,0.0594748349117687,0.083895375182218,0.087317710834122,0.011429429205445
1,1,0.5,5,2000,396,1,1,0.0659796008450778,0.160453274942885,0.0907989422247732,0.0264822209915668
1,1,0.5,5,2000,398,1,1,0.0867640436870265,0.114229317449311,0.0981423861778878,0.0510142056528685
1,1,0.5,5,2000,400,1,1,-0.0637356424536644,0.112304555141833,0.0237512314812587,0.00777094203023228
1,1,0.5,5,5000,2,1,1,-0.0113747803055553,0.0419118250648627,-0.0105445818910757,0.000511507072453178
1,1,0.5,5,5000,4,1,1,-0.0101156870674981,0.0386887720050272,-0.00755653287483018,0.000367206019078076
1,1,0.5,5,5000,6,1,1,0.00221319135881732,0.0724863027405506,-0.0108407445699163,0.0036474432929584
1,1,0.5,5,5000,8,1,1,-0.00724247134193594,0.0258843701017838,0.0154965070292207,0.00323651614783822
1,1,0.5,5,5000,10,1,1,0.0126724755404813,0.0225565433426473,-0.00388350776328568,0.00118247378084757
1,1,0.5,5,5000,12,1,1,0.00669398276561584,0.0353655290832115,0.00759863722039586,0.00135082273082748
1,1,0.5,5,5000,14,1,1,-0.000593706787451055,0.0725805252042102,-0.00426406171393086,0.00238897092718803
